20201223,静安,彭浦,格局好 楼层好 视野宽阔 采光充足 一手动迁必看好房,465万,2室1厅 | 81.32平米 | 南 | 毛坯 | 高楼层(共34层) | 2014年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_GJZzEZTn7_1.jpg.296x216.jpg
20201223,静安,彭浦,好楼层1号线+厨卫全明+南北通风，出门即公园+停车方便,299万,2室2厅 | 57.37平米 | 南 北 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_OLSCSlM4t_1.jpg.296x216.jpg
20201223,静安,彭浦,汾西小区 2室0厅 南新上,240万,2室0厅 | 45.75平米 | 南 | 简装 | 低楼层(共4层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_T8xjsvhlG_1.jpg.296x216.jpg
20201223,静安,彭浦,客厅和主卧朝南，厨卫朝北，采光好。房主自荐,193万,1室1厅 | 44.98平米 | 南 北 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_wZUCO6RxK.jpg.296x216.jpg
20201223,静安,彭浦,一楼带天井，边套全明采光不挡+业主诚意出售好看房,334万,2室1厅 | 68.7平米 | 南 | 简装 | 低楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_NdPXsGKS6_1.jpg.296x216.jpg
20201223,静安,彭浦,近地铁-j交通便利-双南两房-诚意出售房主自荐,375万,2室1厅 | 62.61平米 | 南 | 精装 | 低楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_nolwl1P1V_1.jpg.296x216.jpg
20201223,静安,彭浦,新静安，低总价，两室一厅，诚意出售,230万,2室1厅 | 51.7平米 | 东南 | 简装 | 高楼层(共7层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_HMaCDbjML_1.jpg.296x216.jpg
20201223,静安,彭浦,采光充足，前无遮挡，离地铁近。,210万,1室1厅 | 42.11平米 | 南 | 简装 | 中楼层(共7层) | 1991年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_26Gf9OKrm_1.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一全明户型+有钥匙方便看联系维护人,235万,1室1厅 | 52.39平米 | 南 | 毛坯 | 高楼层(共6层) | 1984年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_wE1DsxBlp_1.jpg.296x216.jpg
20201223,静安,彭浦,高区采光佳，满五唯一无个税，中等装修房主自荐,185万,1室1厅 | 37.85平米 | 南 | 简装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Y0r2IZCc5_1.jpg.296x216.jpg
20201223,静安,彭浦,新静安 彭浦新村 一梯两户 双南两房 全明户型 采光好房主自荐,360万,2室1厅 | 71.61平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_3qlHnjyt9.jpg.296x216.jpg
20201223,静安,彭浦,新静安，一梯两户，次顶楼，两房朝南，一房朝北,360万,3室0厅 | 68.1平米 | 南 北 | 简装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_hsO6wvcOF_2.jpg.296x216.jpg
20201223,静安,彭浦,静安区 三房 售后公房 楼层好 边套户型 看房方便房主自荐,390万,3室1厅 | 77.55平米 | 南 | 简装 | 中楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_f7Ie7tK9C.jpg.296x216.jpg
20201223,静安,彭浦,万达商圈边套户型+厨卫有窗全明，总价低看房方便,290万,2室1厅 | 61.38平米 | 南 北 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_uctA9f5BC_1.jpg.296x216.jpg
20201223,静安,彭浦,近地铁、双南两房、产权清晰业主诚意卖,320万,2室1厅 | 60.08平米 | 南 | 简装 | 低楼层(共13层) | 1993年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_cIeTL5GZ5_1.jpg.296x216.jpg
20201223,静安,彭浦,兴泉小区 3室1厅 南,310万,3室1厅 | 63.98平米 | 南 | 简装 | 中楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_hBd2liPWL_1.jpg.296x216.jpg
20201223,静安,彭浦,带飘窗+04年一梯两户商品房+全明南北通透+近地铁万达新上,540万,2室2厅 | 90.65平米 | 南 北 | 简装 | 中楼层(共6层) | 2004年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_KpdG8Xscl.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一，楼层好，全明户型，房东诚意出售房主自荐,439万,2室1厅 | 79.11平米 | 南 北 | 精装 | 中楼层(共18层) | 1996年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_VLrTqt0Is.jpg.296x216.jpg
20201223,静安,彭浦,顶楼复式+楼上2房一厅+露台35平方喝茶种花+租赁车位房主自荐,700万,5室2厅 | 133.36平米 | 南 | 简装 | 高楼层(共6层) | 2001年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_rSz0eN4rb_1.jpg.296x216.jpg
20201223,静安,彭浦,临汾名城+户型方正+层高5米+单价低+花园小区+随时看房主自荐,735万,4室2厅 | 189.15平米 | 南 北 | 毛坯 | 低楼层(共10层)  | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Dy7cOphIi_1.jpg.296x216.jpg
20201223,静安,彭浦,地铁300米，双南两房，交通便利，房东诚心出售！房主自荐,265万,2室0厅 | 53.9平米 | 南 | 简装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_YzVf4a3HY_1.jpg.296x216.jpg
20201223,静安,彭浦,中间楼层大一房，户型方正，通风良好,225万,1室1厅 | 43.54平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_1J0kHroKX_1.jpg.296x216.jpg
20201223,静安,彭浦,精装修，采光好，出行方便，电梯房，诚意出售房主自荐,385万,2室1厅 | 73.96平米 | 东南 | 精装 | 低楼层(共13层) | 1994年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_T2HVB3HSC_1.jpg.296x216.jpg
20201223,静安,彭浦,小区中间位置，采光充足，户型方正,650万,2室2厅 | 89.81平米 | 南 | 简装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Fkhvbeepk_1.jpg.296x216.jpg
20201223,静安,彭浦,双南方正户型  一梯两户  满五唯一  厨卫全明,273万,2室1厅 | 59.23平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_c3sI4JqDT.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一wu税费，两房朝南采光好，全明格局户型方正房主自荐,313万,2室1厅 | 58.58平米 | 南 西 | 简装 | 中楼层(共7层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ZxKhRTdWv_1.jpg.296x216.jpg
20201223,静安,彭浦,共康三村，改建完毕，进出方便，六楼两房。,215万,2室0厅 | 44.84平米 | 南 北 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_kXKa0pQhn.jpg.296x216.jpg
20201223,静安,彭浦,临地铁 采光充足 小区配套成熟 满五唯一,170万,1室0厅 | 29.2平米 | 南 | 简装 | 中楼层(共5层) | 1981年建 | 板楼,http://image1.ljcdn.com/110000-inspection/5c06b697-5bb6-497c-904c-b692d0291f05_1000.jpg.296x216.jpg
20201223,静安,彭浦,此房满五唯一，一房一厅，客厅带窗户，拎包入住，非顶房主自荐,245万,1室1厅 | 45.64平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_l1Yc8b9Kn_1.jpg.296x216.jpg
20201223,静安,彭浦,岭南路270弄 1室1厅 南,265万,1室1厅 | 52.39平米 | 南 | 精装 | 高楼层(共6层) | 1984年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_kwnkXhcPY_1.jpg.296x216.jpg
20201223,静安,彭浦,静安区 低总价两房  边套全明 精装修 满五唯一,245万,2室1厅 | 50.5平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_PCEozN3UZ_1.jpg.296x216.jpg
20201223,静安,彭浦,精装修2房，拎包入住，干净清爽房主自荐,223万,2室0厅 | 42.9平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_bcnCirkCC_1.jpg.296x216.jpg
20201223,静安,彭浦,此房满五唯一，朝南一房，装修好，格局好，好楼层。房主自荐,180万,1室0厅 | 38.44平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_R2GpaQcKi.jpg.296x216.jpg
20201223,静安,彭浦,一楼带商铺，边套户型，税费少，诚意出售房主自荐,285万,2室0厅 | 46平米 | 南 | 简装 | 低楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_D5kddZhYe_1.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一 采光好 出行方便 近地铁 诚意出售房主自荐,205万,1室1厅 | 42.32平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_7tuq2K9ko_1.jpg.296x216.jpg
20201223,静安,彭浦,三泉路424弄 2室1厅 南,290万,2室1厅 | 52.87平米 | 南 | 简装 | 低楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ro2GYhXmF_1.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一户型好 布局合理，视野好，采光好 交通便利,180万,1室0厅 | 36.28平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_8ys2NRvgK_1.jpg.296x216.jpg
20201223,静安,彭浦,新静安区  全明户型的 近地铁两房 小区美丽家园翻新过房主自荐,280万,2室0厅 | 53.87平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_jbmui6D7E_1.jpg.296x216.jpg
20201223,静安,彭浦,临汾路1564弄 1室1厅 南,160万,1室1厅 | 36.36平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_jteUzjXGd.jpg.296x216.jpg
20201223,静安,彭浦,南北全明户型 楼层好，小区环境好 近地铁 买菜方便。,205万,1室1厅 | 40.59平米 | 南 | 简装 | 低楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_oDxoJN6IH_1.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一，附带阁楼·，环境好，近地铁，出行方便房主自荐,203万,1室1厅 | 42.11平米 | 南 | 简装 | 高楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_fmPuxTZRu_1.jpg.296x216.jpg
20201223,静安,彭浦,静安区示范小区精装修两房诚意出售房主自荐,275万,2室0厅 | 54.53平米 | 南 | 精装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ZF4kmCFWe_1.jpg.296x216.jpg
20201223,静安,彭浦,双南两房，视野宽阔，采光足，居家改善，交通便利,400万,2室1厅 | 78.5平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-eaf5d02b-515e-42c5-adc6-65ddc190dd8e.png.296x216.jpg
20201223,静安,彭浦,店长推荐！次顶层双南两房一厅 小区中间位置西边套,310万,2室1厅 | 58.73平米 | 南 | 精装 | 高楼层(共6层) | 1988年建 | 板楼,http://image1.ljcdn.com/310000-inspection/test-928c15c1-cd19-49e2-9350-4eb95e6717da.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一  税费少  近地铁 交通便利,250万,2室0厅 | 50.94平米 | 南 | 精装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-494fcb70-60ff-4c48-a777-147af6b06378.jpg.296x216.jpg
20201223,静安,彭浦,共康三村，改建完毕，进出方便，环境静谧。房主自荐,178万,1室1厅 | 33.81平米 | 南 | 简装 | 低楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_WCCZoPI1e_1.jpg.296x216.jpg
20201223,静安,彭浦,婚房装修 包含家具家电  楼层佳 小区中间位置 近地铁房主自荐,212万,1室1厅 | 36.95平米 | 南 | 精装 | 低楼层(共6层) | 1985年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_TZhZEWMMz.jpg.296x216.jpg
20201223,静安,彭浦,新静安 低楼层 商品房小区 满五年唯一  钥匙房房主自荐,340万,2室1厅 | 64.26平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_YdlKufvLf.jpg.296x216.jpg
20201223,静安,彭浦,新静安总价低一房+满五年+单价低+房东诚意卖,185万,1室1厅 | 37.85平米 | 南 | 简装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_EhPSI60ov_1.jpg.296x216.jpg
20201223,静安,彭浦,新静安次新商品房，实际使用面积大，业主诚意出售,650万,3室2厅 | 147.52平米 | 南 | 精装 | 高楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-79d2b014-f191-4f88-a963-aa02c1c5bc1c.jpg.296x216.jpg
20201223,静安,彭浦,三泉公寓，商品住宅，环境静谧，六楼两房。,390万,2室1厅 | 84.76平米 | 南 | 精装 | 高楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-8e4afb81-d731-4139-b251-b9b59045c50e.jpg.296x216.jpg
20201223,静安,彭浦,静安区，中间楼层，采光充足，一梯两户得房率高！房主自荐,225万,1室1厅 | 54.48平米 | 南 | 简装 | 中楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-977f98f7-ac9c-431d-b9b2-9e50f8242d3d.jpg.296x216.jpg
20201223,静安,彭浦,一梯两户，房龄新，全明户型，近地铁，出行方便房主自荐,420万,3室1厅 | 95.41平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-37282e17-2f31-4fb8-8523-a7e61225cbfb.jpg.296x216.jpg
20201223,静安,彭浦,次顶楼  精装1房1厅 满五唯一少税 钥匙房 随时看房,215万,1室1厅 | 43.07平米 | 南 | 精装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-093cab48-0238-4e38-9768-42301192047e.jpg.296x216.jpg
20201223,静安,彭浦,满五年唯一 两房全明房型！随时可以看房！房主自荐,235万,2室0厅 | 48.06平米 | 南 | 毛坯 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_KCHTbXJOK.jpg.296x216.jpg
20201223,静安,彭浦,采光充足，配套设施齐全 ，交通方便房主自荐,178万,1室0厅 | 34.63平米 | 南 | 精装 | 低楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_gJq6aS40j_1.jpg.296x216.jpg
20201223,静安,彭浦,彭浦新村地铁站95年房龄一梯三户一楼带天井南北户型房主自荐,283万,2室1厅 | 50.95平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_8rRi6ARkD.jpg.296x216.jpg
20201223,静安,彭浦,此房满五年，视野宽阔，采光充足，配套设施齐全房主自荐,218万,1室1厅 | 46平米 | 南 | 简装 | 高楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_LfbDkvnxE_1.jpg.296x216.jpg
20201223,静安,彭浦,新静安示范小区，近地铁彭浦新村站房主自荐,269万,2室0厅 | 52.82平米 | 南 | 毛坯 | 高楼层(共6层) | 1984年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_32zcE6o6i_1.jpg.296x216.jpg
20201223,静安,彭浦,一号线 彭浦新村 毛坯 朝南一室户 楼层适中 总价低房主自荐,172万,1室1厅 | 34.86平米 | 南 | 毛坯 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_jPzhl20FH_1.jpg.296x216.jpg
20201223,静安,彭浦,进地铁  示范小区  一楼天井已经搭好,225万,1室1厅 | 41.37平米 | 南 | 简装 | 低楼层(共6层) | 1988年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_F4gp2JS8u_1.jpg.296x216.jpg
20201223,静安,彭浦,静安区边套全明户型，满五唯一，钥匙随时可看，南北通,220万,2室0厅 | 47.67平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ZaSsiWtk5_1.jpg.296x216.jpg
20201223,静安,彭浦,近地铁，南北两房，中等装修，房东诚意出售房主自荐,265万,2室1厅 | 55.19平米 | 南 | 简装 | 中楼层(共5层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_D6rvTBLba_1.jpg.296x216.jpg
20201223,静安,彭浦,一楼带天井+旁边是菜场+近地铁1号线共康站,220万,1室1厅 | 39.52平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Bd80amxwG_1.jpg.296x216.jpg
20201223,静安,彭浦,保德路1010弄 1室0厅 南房主自荐,165万,1室0厅 | 35.28平米 | 南 | 简装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ekBlOmQ22_1.jpg.296x216.jpg
20201223,静安,彭浦,单价总价低两房，95房龄，200内仅有的两房，诚心售房主自荐,198万,2室1厅 | 43.34平米 | 南 | 毛坯 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_n27AVs1Ao_1.jpg.296x216.jpg
20201223,静安,彭浦,新静安+一梯两户+看房方便+中间楼层,205万,1室1厅 | 38.96平米 | 南 | 简装 | 中楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_1FudRvLkp.jpg.296x216.jpg
20201223,静安,彭浦,此房满五唯一，边套全明户型，近地铁，配套成熟房主自荐,199万,1室1厅 | 44.89平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_1gHpvjdM3.jpg.296x216.jpg
20201223,静安,彭浦,小面积，低总价，全明户型，业主诚意，看房有钥匙房主自荐,167万,1室0厅 | 32.49平米 | 南 | 简装 | 高楼层(共6层) | 1984年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_uY9TFn4iI_1.jpg.296x216.jpg
20201223,静安,彭浦,新静安，一室户，低总价低楼层，满五唯一,168万,1室0厅 | 30.88平米 | 南 | 毛坯 | 低楼层(共6层) | 1988年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_brv6k6ypu_1.jpg.296x216.jpg
20201223,静安,彭浦,2000年商品房，南北通风中间楼层，品质好。配套齐全。房主自荐,495万,2室2厅 | 91.2平米 | 南 | 简装 | 高楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_G1z1fjCLh_1.jpg.296x216.jpg
20201223,静安,彭浦,新静安  2005年商品房  一梯两户  多层三楼 得房率高房主自荐,505万,2室2厅 | 90.74平米 | 南 | 简装 | 中楼层(共6层) | 2005年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_4ey5v5XKn_1.jpg.296x216.jpg
20201223,静安,彭浦,采光好，视野开阔，南北通两房。,259万,2室1厅 | 52.25平米 | 南 北 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_XkBPovp1G_1.jpg.296x216.jpg
20201223,静安,彭浦,新静安商品房，次顶楼,双南户型，满五唯一，看房方便房主自荐,366万,2室1厅 | 73.53平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_q7rF11Ini_1.jpg.296x216.jpg
20201223,静安,彭浦,售后公房，户型双房朝南， 采光好房主自荐,249万,2室1厅 | 59.89平米 | 东南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_yrNuGFZwy_1.jpg.296x216.jpg
20201223,静安,彭浦,高区次顶层 满五唯一，南北通，视野开阔，采光充足房主自荐,315万,2室1厅 | 64.96平米 | 南 | 简装 | 高楼层(共6层) | 1988年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_Z7Of2wum4.jpg.296x216.jpg
20201223,静安,彭浦,精装修 房东诚心卖 采光视野充足 看房方便房主自荐,360万,2室1厅 | 74.89平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_xNbbtVQZi_1.jpg.296x216.jpg
20201223,静安,彭浦,双南两房，旁边就是岭南公园，小区环境好,290万,2室1厅 | 58.12平米 | 南 | 简装 | 高楼层(共6层) | 1988年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_iWeJZcaYZ_1.jpg.296x216.jpg
20201223,静安,彭浦,国庆可看   双南两房+出行方便+小区旁配套齐全房主自荐,335万,2室1厅 | 70.26平米 | 南 | 简装 | 高楼层(共6层) | 1984年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_FrGUyroAv.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一没有个税+中间楼层+南北通风户型好,500万,2室2厅 | 93.62平米 | 南 北 | 简装 | 中楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_0PSWEGeKa.jpg.296x216.jpg
20201223,静安,彭浦,近地铁+低楼层+居家自住房东诚意出售房主自荐,345万,2室1厅 | 65平米 | 南 | 简装 | 低楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_8fzA8ra3T.jpg.296x216.jpg
20201223,静安,彭浦,南北通大两房，有客厅，户型好，房东诚售,315万,2室1厅 | 71.25平米 | 南 北 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_m9PhkP16p_1.jpg.296x216.jpg
20201223,静安,彭浦,新静安区精装修一梯两户诚意出售房主自荐,350万,2室1厅 | 71.25平米 | 南 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_mIm21rSHu_1.jpg.296x216.jpg
20201223,静安,彭浦,东边套全明带天井+静安区+自带公园+产权清晰环境好,340万,2室1厅 | 60.77平米 | 南 北 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_d76OFs4CS_1.jpg.296x216.jpg
20201223,静安,彭浦,小区花园位置 精装 近地铁 小户型 总价低,192万,1室1厅 | 38.48平米 | 南 | 精装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_UQLwme7hN_1.jpg.296x216.jpg
20201223,静安,彭浦,1号线旁+满5唯1+接受置换客户+1梯4户+新装修拎包入住房主自荐,365万,2室1厅 | 74.4平米 | 南 | 精装 | 高楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_As6QDe7zw_1.jpg.296x216.jpg
20201223,静安,彭浦,此房满五唯一， 中间楼层电梯房，双南全明户型房主自荐,600万,3室2厅 | 123.39平米 | 南 | 简装 | 中楼层(共14层) | 1998年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_yMW7SGl6T.jpg.296x216.jpg
20201223,静安,彭浦,静安区小区商圈配套成熟，门口公交线路众多,475万,2室2厅 | 89.36平米 | 南 | 简装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ZQrlYDkE8_1.jpg.296x216.jpg
20201223,静安,彭浦,共康四村示范小区视野佳环境好，出行方便，自带公园房主自荐,280万,2室1厅 | 60.87平米 | 南 北 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Eg09DKBJp_1.jpg.296x216.jpg
20201223,静安,彭浦,两房朝南一房朝北，近地铁小区环境好配套齐全出行便利,385万,3室1厅 | 65.59平米 | 南 | 毛坯 | 中楼层(共5层) | 1976年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_3RQdu1X15.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一无个税+双南户型好采光佳+业主诚心卖看房提前,305万,2室1厅 | 57.6平米 | 南 | 精装 | 高楼层(共6层) | 1988年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_yZ160l6kN_1.jpg.296x216.jpg
20201223,静安,彭浦,此房价格实在，房龄为1995-1997年，小区整洁干净。,300万,2室1厅 | 63.98平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_tEINh8aHS_1.jpg.296x216.jpg
20201223,静安,彭浦,边套一房一厅+满五年唯一一梯两户+产权清晰房主自荐,215万,1室1厅 | 41.54平米 | 南 | 简装 | 高楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_JFfDBSCAC.jpg.296x216.jpg
20201223,静安,彭浦,近地铁，满五唯一，边套全明，采光充足，诚意出售房主自荐,220万,1室1厅 | 44.4平米 | 南 | 简装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_R6zPKc4yj.jpg.296x216.jpg
20201223,静安,彭浦,此房满五唯一 通透 采光好 近地铁 出行方便房主自荐,376万,2室1厅 | 75.51平米 | 南 | 精装 | 低楼层(共12层) | 1997年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_CWxtq2iVB_1.jpg.296x216.jpg
20201223,静安,彭浦,彭浦大两房，近地铁，出入方便，小区环境优美售后公房,345万,2室1厅 | 76.5平米 | 南 西 | 精装 | 低楼层(共13层) | 1991年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_ZsM6F8YzM_1.jpg.296x216.jpg
20201223,静安,彭浦,新静安   近地铁  小户型  低总价  一室半 满五唯一,182万,1室1厅 | 38.08平米 | 南 | 简装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_eFRr9mXIK_1.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一无个税+一梯两户，户型正气+业主诚心卖,455万,2室2厅 | 84.29平米 | 南 北 | 精装 | 高楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_rCKVpquFm_1.jpg.296x216.jpg
20201223,静安,彭浦,双南双天井 全明户型 一梯两户  满五不唯一  采光好,437万,2室1厅 | 76.72平米 | 南 | 简装 | 低楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_biZVno1i0_1.jpg.296x216.jpg
20201223,静安,彭浦,新静安电梯房 变套全明  出行方便 近地铁 诚意出售,405万,2室1厅 | 68.67平米 | 南 | 精装 | 高楼层(共13层) | 1993年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_t0U4pDuxX.jpg.296x216.jpg
20201223,静安,彭浦,一梯两户，精装修，业主诚意出售，户型正气房主自荐,310万,2室1厅 | 60.67平米 | 南 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ALrX72AYm_1.jpg.296x216.jpg
